,h3_09,SHAPE
341,8928d59112fffff,"""{\""rings\"":[[[-122.92264237399996,47.053966497000033],[-122.92520450099994,47.053728267000054],[-122.92659764499996,47.055044579000025],[-122.92542866599996,47.056599141000049],[-122.92286645599995,47.056837389000066],[-122.92147330899996,47.055521058000068],[-122.92264237399996,47.053966497000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
342,8928d593263ffff,"""{\""rings\"":[[[-122.88019524699996,47.005832184000042],[-122.88275670399997,47.005595084000049],[-122.88414876299998,47.006913170000075],[-122.88297936799995,47.008468376000053],[-122.88041782799996,47.008705494000026],[-122.87902576599998,47.007387388000041],[-122.88019524699996,47.005832184000042]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
343,8928d591643ffff,"""{\""rings\"":[[[-122.84749323699998,47.033449063000035],[-122.85005612399999,47.033212546000073],[-122.85144840399994,47.034530534000055],[-122.85027779999996,47.036085058000026],[-122.84771482999997,47.036321593000025],[-122.84632254699994,47.035003586000073],[-122.84749323699998,47.033449063000035]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
344,8928d5913c7ffff,"""{\""rings\"":[[[-122.88398112699997,47.054662174000043],[-122.88654398399996,47.05442477400004],[-122.88793686899999,47.055741694000062],[-122.88676689799996,47.057296032000067],[-122.88420395799994,47.057533449000061],[-122.88281107099999,47.05621651000007],[-122.88398112699997,47.054662174000043]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
345,8928d59114bffff,"""{\""rings\"":[[[-122.89913415099994,47.050365674000034],[-122.90169660099997,47.050127966000048],[-122.90308952199996,47.051444739000033],[-122.90191999499996,47.052999238000041],[-122.89935746199995,47.053236963000074],[-122.89796453799994,47.051920171000063],[-122.89913415099994,47.050365674000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
346,8928f36480fffff,"""{\""rings\"":[[[-122.82990459599995,47.00613409500005],[-122.83246698199997,47.005898079000076],[-122.83385869199998,47.00721696800008],[-122.83268801699995,47.008771892000027],[-122.83012554899994,47.009007926000038],[-122.82873383599997,47.007689017000075],[-122.82990459599995,47.00613409500005]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
347,8928d591dd3ffff,"""{\""rings\"":[[[-122.96129389699996,47.05325797200004],[-122.96385529199995,47.053018911000038],[-122.96524869399997,47.054334615000073],[-122.96408070599995,47.055889400000069],[-122.96151922899998,47.056128479000051],[-122.96012582299994,47.054812755000057],[-122.96129389699996,47.05325797200004]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
348,8928d5918dbffff,"""{\""rings\"":[[[-122.93145038699998,47.06760464000007],[-122.93401276299994,47.067366158000027],[-122.93540619299995,47.06868201900005],[-122.93423724899998,47.070236381000029],[-122.93167479099998,47.070474881000052],[-122.93028135799995,47.06915900000007],[-122.93145038699998,47.06760464000007]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
349,8928d591167ffff,"""{\""rings\"":[[[-122.91495566699996,47.054680864000034],[-122.91751795699997,47.054442796000046],[-122.91891105899998,47.05575921600007],[-122.91774187399994,47.05731372300005],[-122.91517950199994,47.057551809000074],[-122.91378639599998,47.056235370000081],[-122.91495566699996,47.054680864000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
350,8928d59a19bffff,"""{\""rings\"":[[[-122.83366277999994,47.054972960000043],[-122.83622656799997,47.054736645000048],[-122.83761910299995,47.056054368000048],[-122.83644785199999,47.057608425000069],[-122.83388398199997,47.057844757000055],[-122.83249144399997,47.056527014000039],[-122.83366277999994,47.054972960000043]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
351,8928f36482bffff,"""{\""rings\"":[[[-122.83407977499996,47.010090713000068],[-122.83664220499998,47.009854589000042],[-122.83803400799997,47.011173322000047],[-122.83686338499996,47.012728198000048],[-122.83430087399995,47.012964339000064],[-122.83290906699995,47.011645587000032],[-122.83407977499996,47.010090713000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
352,8928d59167bffff,"""{\""rings\"":[[[-122.85167012799997,47.037402977000056],[-122.85423305799998,47.037166352000042],[-122.85562543199995,47.038484183000037],[-122.85445487999999,47.040038659000061],[-122.85189186799994,47.040275301000065],[-122.85049949099999,47.038957451000044],[-122.85167012799997,47.037402977000056]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
353,8928d591183ffff,"""{\""rings\"":[[[-122.91756757399997,47.038531553000041],[-122.92012932999995,47.038293501000055],[-122.92152218599995,47.039610244000073],[-122.92035328899999,47.041165059000036],[-122.91779145099997,47.041403129000059],[-122.91639859199995,47.040086366000025],[-122.91756757399997,47.038531553000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
354,8928d59029bffff,"""{\""rings\"":[[[-122.93972309899999,47.024900264000053],[-122.94228403699998,47.024661795000043],[-122.94367682499995,47.025978490000057],[-122.94250867799997,47.02753367300005],[-122.93994765699995,47.02777216000004],[-122.93855486599995,47.026455446000057],[-122.93972309899999,47.024900264000053]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
355,8928d59a1b7ffff,"""{\""rings\"":[[[-122.84948810699996,47.059297524000044],[-122.85205173599996,47.059060849000048],[-122.85344445399994,47.060378219000029],[-122.85227354399996,47.061932284000079],[-122.84970983299996,47.062168977000056],[-122.84831711299995,47.060851587000059],[-122.84948810699996,47.059297524000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
356,8928d591697ffff,"""{\""rings\"":[[[-122.86593594799996,47.021619525000062],[-122.86849814199996,47.021382662000065],[-122.86989035799996,47.02270062100007],[-122.86872038399997,47.024255461000052],[-122.86615810799998,47.02449234200003],[-122.86476588899995,47.023174364000056],[-122.86593594799996,47.021619525000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
357,8928d59141bffff,"""{\""rings\"":[[[-122.88108565899995,47.017324704000032],[-122.88364744599994,47.017087533000051],[-122.88503969899995,47.01840534400003],[-122.88387016799999,47.019960346000062],[-122.88130829899995,47.020197534000033],[-122.87991604299998,47.018879703000039],[-122.88108565899995,47.017324704000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
358,8928d5902b7ffff,"""{\""rings\"":[[[-122.95553803199999,47.029212095000048],[-122.95809880899998,47.028973265000047],[-122.95949177799997,47.030289607000043],[-122.95832397299995,47.031844798000066],[-122.95576311399998,47.032083646000046],[-122.95437014199996,47.030767284000035],[-122.95553803199999,47.029212095000048]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
359,8928d591437ffff,"""{\""rings\"":[[[-122.89690185199998,47.021646197000052],[-122.89946347899996,47.02140866600007],[-122.90085591299999,47.022726125000077],[-122.89968672399999,47.024281134000034],[-122.89712501499997,47.024518683000053],[-122.89573257699999,47.023201205000078],[-122.89690185199998,47.021646197000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
360,8928d5911bbffff,"""{\""rings\"":[[[-122.92174619399998,47.042481734000035],[-122.92430799099998,47.042243574000054],[-122.92570094099995,47.043560160000027],[-122.92453209699994,47.045114926000053],[-122.92197021599998,47.045353104000071],[-122.92057726299998,47.044036498000025],[-122.92174619399998,47.042481734000035]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
361,8928d5916cfffff,"""{\""rings\"":[[[-122.85100499899994,47.028785287000062],[-122.85356768099996,47.028548715000056],[-122.85495990999999,47.029866752000032],[-122.85378945899998,47.03142138000004],[-122.85122669399999,47.031657970000026],[-122.84983446199999,47.030339914000081],[-122.85100499899994,47.028785287000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
362,8928d591453ffff,"""{\""rings\"":[[[-122.87339997399999,47.018035890000078],[-122.87596192299998,47.017798882000079],[-122.87735413399997,47.019116801000052],[-122.87618439799996,47.020671748000041],[-122.87362236699994,47.020908774000077],[-122.87223015299998,47.019590835000031],[-122.87339997399999,47.018035890000078]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
363,8928f364b17ffff,"""{\""rings\"":[[[-122.83496425599998,47.021584498000038],[-122.83752701499998,47.021348304000071],[-122.83891901299995,47.022666762000028],[-122.83774825399996,47.024221434000026],[-122.83518541299998,47.02445764600003],[-122.83379341199998,47.023139168000057],[-122.83496425599998,47.021584498000038]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
364,8928d5902cfffff,"""{\""rings\"":[[[-122.93248859699997,47.031359126000041],[-122.93504986199997,47.031120784000052],[-122.93644270499999,47.032437449000042],[-122.93527428599998,47.033992476000037],[-122.93271293799995,47.034230835000074],[-122.93132009199996,47.032914151000057],[-122.93248859699997,47.031359126000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
365,8928d59146fffff,"""{\""rings\"":[[[-122.88197630699995,47.028815309000038],[-122.88453842299998,47.028578068000058],[-122.88593087099997,47.029895605000036],[-122.88476120399997,47.031450403000065],[-122.88219900599995,47.031687662000081],[-122.88080655499999,47.030370105000031],[-122.88197630699995,47.028815309000038]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
366,8928d59030bffff,"""{\""rings\"":[[[-122.96434699199995,47.042851735000056],[-122.96690801699998,47.042612654000038],[-122.96830126999998,47.043928545000028],[-122.96713350199997,47.045483536000063],[-122.96457239499995,47.045722634000072],[-122.96317913799999,47.044406724000055],[-122.96434699199995,47.042851735000056]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
367,8928d59035bffff,"""{\""rings\"":[[[-122.95270919599994,47.042491393000034],[-122.95527042399999,47.042252565000069],[-122.95666359099999,47.043568652000033],[-122.95549553199999,47.045123586000045],[-122.95293422099996,47.045362432000047],[-122.95154105099999,47.044046326000057],[-122.95270919599994,47.042491393000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
368,8928f364b33ffff,"""{\""rings\"":[[[-122.83914029999994,47.025539824000077],[-122.84170310199994,47.025303522000058],[-122.84309519399994,47.026621823000028],[-122.84192448699997,47.028176446000032],[-122.83936160299999,47.028412765000041],[-122.83796950799996,47.027094444000056],[-122.83914029999994,47.025539824000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
369,8928d59148bffff,"""{\""rings\"":[[[-122.88459420199996,47.012659496000026],[-122.88715578399996,47.012422271000048],[-122.88854798499995,47.013740131000077],[-122.88737860799995,47.015295237000032],[-122.88481694299998,47.015532480000047],[-122.88342473799997,47.014214600000059],[-122.88459420199996,47.012659496000026]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
370,8928d593277ffff,"""{\""rings\"":[[[-122.88392606599996,47.004039828000032],[-122.88648740099995,47.003802655000072],[-122.88787945699994,47.005120721000026],[-122.88671018099996,47.006675980000068],[-122.88414876299998,47.006913170000075],[-122.88275670399997,47.005595084000049],[-122.88392606599996,47.004039828000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
371,8928d591e97ffff,"""{\""rings\"":[[[-122.92286645599995,47.056837389000066],[-122.92542866599996,47.056599141000049],[-122.92682185799998,47.057915384000069],[-122.92565284499995,47.059469895000063],[-122.92309055299995,47.05970816100006],[-122.92169735699997,47.058391898000082],[-122.92286645599995,47.056837389000066]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
372,8928d591c1bffff,"""{\""rings\"":[[[-122.93801432299995,47.052536300000043],[-122.94057612499995,47.052297744000043],[-122.94196935299999,47.053613840000025],[-122.94080078299999,47.05516851200008],[-122.93823889899994,47.055407086000059],[-122.93684566799999,47.054090970000061],[-122.93801432299995,47.052536300000043]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
373,8928d590343ffff,"""{\""rings\"":[[[-122.95666359099999,47.043568652000033],[-122.95922477899995,47.043329734000054],[-122.96061799099999,47.044645732000049],[-122.95945001799998,47.046200669000029],[-122.95688874699999,47.046439604000057],[-122.95549553199999,47.045123586000045],[-122.95666359099999,47.043568652000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
374,8928d591eb3ffff,"""{\""rings\"":[[[-122.92704608599996,47.060786070000063],[-122.92960833799998,47.060547714000052],[-122.93100162499996,47.061863800000026],[-122.92983266299996,47.063418262000027],[-122.92727032899995,47.063656636000076],[-122.92587703899994,47.062340530000029],[-122.92704608599996,47.060786070000063]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
375,8928d591c37ffff,"""{\""rings\"":[[[-122.95383447199998,47.056845391000081],[-122.95639611199999,47.056606475000081],[-122.95778952199998,47.057922218000044],[-122.95662129399994,47.059476898000071],[-122.95405957199995,47.059715832000052],[-122.95266615899999,47.058400069000072],[-122.95383447199998,47.056845391000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
376,8928d5914c3ffff,"""{\""rings\"":[[[-122.87690912999994,47.013370848000079],[-122.87947087499998,47.013133785000036],[-122.88086303399996,47.01445175300006],[-122.87969345099998,47.016006804000028],[-122.87713162499995,47.016243884000062],[-122.87573946299995,47.014925897000069],[-122.87690912999994,47.013370848000079]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
377,8928d591247ffff,"""{\""rings\"":[[[-122.85300078399996,47.05463512700004],[-122.85556420899997,47.054398396000067],[-122.85695687399999,47.055715816000031],[-122.85578611899996,47.057269985000062],[-122.85322261199997,47.057506733000025],[-122.85182994299998,47.056189294000035],[-122.85300078399996,47.05463512700004]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
378,8928f364827ffff,"""{\""rings\"":[[[-122.84176690099997,47.009382179000056],[-122.84432916899999,47.009145893000039],[-122.84572101499998,47.010464517000059],[-122.84455059699997,47.012019448000046],[-122.84198824699996,47.012255752000044],[-122.84059639799995,47.010937108000064],[-122.84176690099997,47.009382179000056]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
379,8928f364b87ffff,"""{\""rings\"":[[[-122.83847648099999,47.016920281000068],[-122.84103903599998,47.016684032000057],[-122.84243098199994,47.018002539000065],[-122.84126037599998,47.019557315000043],[-122.83869773999999,47.019793582000034],[-122.83730579099995,47.018475055000067],[-122.83847648099999,47.016920281000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
380,8928f36490bffff,"""{\""rings\"":[[[-122.85362925999999,47.01262865800004],[-122.85619140899996,47.012392101000046],[-122.85758339199998,47.013710461000073],[-122.85641322899994,47.015265398000054],[-122.85385099899997,47.015501973000028],[-122.85245901299999,47.014183593000041],[-122.85362925999999,47.01262865800004]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
381,8928d591c53ffff,"""{\""rings\"":[[[-122.93032859299996,47.053251643000067],[-122.93289055699995,47.05301324900006],[-122.93428374399997,47.054329453000037],[-122.93311496899997,47.055884070000047],[-122.93055292199995,47.056122481000045],[-122.92915973199996,47.054806258000042],[-122.93032859299996,47.053251643000067]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
382,8928d59037bffff,"""{\""rings\"":[[[-122.96084327799997,47.047516599000062],[-122.96340450799994,47.047277573000031],[-122.96479781299996,47.048593414000038],[-122.96362989199997,47.050148301000036],[-122.96106857999996,47.050387345000047],[-122.95967527099998,47.049071484000081],[-122.96084327799997,47.047516599000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
383,8928d59ac87ffff,"""{\""rings\"":[[[-122.86926989699998,47.064699214000029],[-122.87183332699999,47.064462088000028],[-122.87322627199995,47.065779017000068],[-122.87205578999999,47.067333092000069],[-122.86949227799994,47.067570236000051],[-122.86809932999995,47.066253288000041],[-122.86926989699998,47.064699214000029]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
384,8928f364ba3ffff,"""{\""rings\"":[[[-122.84265237099999,47.020875754000031],[-122.84521496799999,47.020639397000025],[-122.84660700899997,47.021957747000044],[-122.84543645499997,47.023512474000029],[-122.84287377499999,47.023748848000025],[-122.84148173199998,47.022430478000047],[-122.84265237099999,47.020875754000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
385,8928f364927ffff,"""{\""rings\"":[[[-122.86944581999995,47.016954800000065],[-122.87200780899997,47.016717883000069],[-122.87339997399999,47.018035890000078],[-122.87223015299998,47.019590835000031],[-122.86966808199998,47.019827770000063],[-122.86827591399998,47.018509743000038],[-122.86944581999995,47.016954800000065]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
386,8928d591c6fffff,"""{\""rings\"":[[[-122.93891271699999,47.064018725000039],[-122.94147484799998,47.063780099000041],[-122.94286827099995,47.065095921000079],[-122.94169956599995,47.066650389000074],[-122.93913735299998,47.066889033000052],[-122.93774392699999,47.065573191000055],[-122.93891271699999,47.064018725000039]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
387,8928d591003ffff,"""{\""rings\"":[[[-122.88659940399998,47.038512045000061],[-122.88916172699999,47.038274661000059],[-122.89055436599995,47.039591904000076],[-122.88938468399999,47.041146551000054],[-122.88682227799995,47.041383952000047],[-122.88542963599997,47.04006669000006],[-122.88659940399998,47.038512045000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
388,8928d591893ffff,"""{\""rings\"":[[[-122.94659894699998,47.063302683000074],[-122.94916091399995,47.063063894000038],[-122.95055437899998,47.064379608000081],[-122.94938587899998,47.065934131000063],[-122.94682382899998,47.066172937000033],[-122.94543036099998,47.064857204000077],[-122.94659894699998,47.063302683000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
389,8928d59aca3ffff,"""{\""rings\"":[[[-122.87344878399995,47.068649953000033],[-122.87601225699996,47.068412719000037],[-122.87740529599995,47.069729491000032],[-122.87623486599995,47.07128351700004],[-122.87367131099995,47.071520769000074],[-122.87227826799995,47.070203977000062],[-122.87344878399995,47.068649953000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
390,8928d59a52fffff,"""{\""rings\"":[[[-122.84113254899995,47.051391989000081],[-122.84369609299995,47.051155530000074],[-122.84508862099995,47.052473214000031],[-122.84391760899996,47.054027377000068],[-122.84135398299998,47.054263854000055],[-122.83996145099997,47.052946151000071],[-122.84113254899995,47.051391989000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
391,8928d591617ffff,"""{\""rings\"":[[[-122.86264767599999,47.029156601000068],[-122.86521015599999,47.028919776000066],[-122.86660247299994,47.030237617000068],[-122.86543231199994,47.031792302000042],[-122.86286974899997,47.032029145000081],[-122.86147742999998,47.030711285000052],[-122.86264767599999,47.029156601000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
392,8928d59139bffff,"""{\""rings\"":[[[-122.88749098799997,47.049998956000081],[-122.89005364099995,47.049761502000081],[-122.89144647399996,47.05107847000005],[-122.89027665699996,47.052632913000025],[-122.88771392099994,47.052870385000062],[-122.88632108499996,47.051553397000077],[-122.88749098799997,47.049998956000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
393,8928f364943ffff,"""{\""rings\"":[[[-122.84594249199995,47.013338004000047],[-122.84850480199998,47.013101610000035],[-122.84989674199994,47.014420078000057],[-122.84872637499996,47.015974959000062],[-122.84616398299994,47.016211371000054],[-122.84477203899996,47.014892884000062],[-122.84594249199995,47.013338004000047]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
394,8928d591c8bffff,"""{\""rings\"":[[[-122.94151998299998,47.047872082000026],[-122.94408157999999,47.04763347100004],[-122.94547475599995,47.048949617000062],[-122.94430633999997,47.05050439200005],[-122.94174466099997,47.050743021000073],[-122.94035148099999,47.049426856000025],[-122.94151998299998,47.047872082000026]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
395,8928d591517ffff,"""{\""rings\"":[[[-122.91644840999999,47.024171877000072],[-122.91900975499999,47.023933913000064],[-122.92040236799994,47.025251000000026],[-122.91923363999996,47.026806070000077],[-122.91667221399996,47.027044052000065],[-122.91527959699999,47.025726946000077],[-122.91644840999999,47.024171877000072]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
396,8928d59129bffff,"""{\""rings\"":[[[-122.85980274399998,47.042437362000044],[-122.86236567599997,47.042200539000078],[-122.86375818999994,47.043518125000048],[-122.86258777499995,47.045072554000058],[-122.86002475999999,47.045309395000061],[-122.85863224299999,47.043991789000074],[-122.85980274399998,47.042437362000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
397,8928d591427ffff,"""{\""rings\"":[[[-122.89712501499997,47.024518683000053],[-122.89968672399999,47.024281134000034],[-122.90107920799994,47.025598524000031],[-122.89990998499997,47.027153483000063],[-122.89734819299997,47.027391049000073],[-122.89595570699998,47.02607364000005],[-122.89712501499997,47.024518683000053]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
398,8928d591ca7ffff,"""{\""rings\"":[[[-122.95733910499996,47.05218115100007],[-122.95990053999998,47.051942179000037],[-122.96129389699996,47.05325797200004],[-122.96012582299994,47.054812755000057],[-122.95756430599999,47.055051744000025],[-122.95617094499994,47.053735932000052],[-122.95733910499996,47.05218115100007]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
399,8928f3649abffff,"""{\""rings\"":[[[-122.86504745299999,47.010127062000038],[-122.86760931799995,47.009890269000039],[-122.86900133999995,47.011208502000045],[-122.86783150199994,47.012763547000077],[-122.86526955499994,47.013000357000067],[-122.86387752999997,47.011682104000045],[-122.86504745299999,47.010127062000038]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
400,8928d5912b7ffff,"""{\""rings\"":[[[-122.87562456399996,47.046759344000066],[-122.87818733699999,47.046522160000052],[-122.87958003299997,47.047839393000061],[-122.87840995899995,47.049393830000042],[-122.87584710399994,47.049631031000047],[-122.87445440499999,47.048313778000079],[-122.87562456399996,47.046759344000066]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
401,8928d59103bffff,"""{\""rings\"":[[[-122.89077737099996,47.042463725000061],[-122.89333973699996,47.042226233000065],[-122.89473246899996,47.043543319000037],[-122.89356283899997,47.045097917000078],[-122.89100038999999,47.045335427000055],[-122.88960765499996,47.044018321000067],[-122.89077737099996,47.042463725000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
402,8928d5903cfffff,"""{\""rings\"":[[[-122.96016746099997,47.038903641000047],[-122.96272844399999,47.038664668000081],[-122.96412160399996,47.039980716000059],[-122.96295378399998,47.04153575600003],[-122.96039271799998,47.041774746000044],[-122.95899955499999,47.040458679000039],[-122.96016746099997,47.038903641000047]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
403,8928d59acdbffff,"""{\""rings\"":[[[-122.84993157299999,47.065040310000029],[-122.85249536699996,47.064803600000062],[-122.85388818199999,47.06612083300007],[-122.85271720499998,47.067674795000073],[-122.85015332799998,47.067911523000078],[-122.84876051099997,47.066594271000042],[-122.84993157299999,47.065040310000029]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
404,8928d59a567ffff,"""{\""rings\"":[[[-122.83344159399996,47.052101042000061],[-122.83600529899996,47.051864746000035],[-122.83739778499995,47.053182537000055],[-122.83622656799997,47.054736645000048],[-122.83366277999994,47.054972960000043],[-122.83227029099999,47.053655148000075],[-122.83344159399996,47.052101042000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
405,8928f36497bffff,"""{\""rings\"":[[[-122.85011836399997,47.017293359000064],[-122.85268071699994,47.017056857000057],[-122.85407275099999,47.018375168000034],[-122.85290243599997,47.019930001000034],[-122.85034000099995,47.020166520000032],[-122.84894796299994,47.018848190000028],[-122.85011836399997,47.017293359000064]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
406,8928d591cc3ffff,"""{\""rings\"":[[[-122.93383486799996,47.048587589000078],[-122.93639662699997,47.048349141000074],[-122.93778976199997,47.049665394000044],[-122.93662113999994,47.051220115000035],[-122.93405929799997,47.051458581000077],[-122.93266616099999,47.050142308000034],[-122.93383486799996,47.048587589000078]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
407,8928d59154fffff,"""{\""rings\"":[[[-122.90152584099997,47.031342965000078],[-122.90408767499997,47.031105291000074],[-122.90548030099995,47.032422455000074],[-122.90431109599996,47.033977314000026],[-122.90174917899998,47.034215006000068],[-122.90035654999997,47.032897822000052],[-122.90152584099997,47.031342965000078]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
408,8928d5912d3ffff,"""{\""rings\"":[[[-122.85211362199999,47.043147506000025],[-122.85467671599997,47.042910846000041],[-122.85606918799999,47.044228539000073],[-122.85489856699996,47.045782913000039],[-122.85233538999995,47.046019591000061],[-122.85094291599995,47.04470187700008],[-122.85211362199999,47.043147506000025]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
409,8928d591057ffff,"""{\""rings\"":[[[-122.87891210899994,47.039223872000036],[-122.88147459499999,47.038986650000027],[-122.88286719099995,47.040304001000038],[-122.88169730399994,47.041858593000029],[-122.87913473499998,47.04209583200003],[-122.87774213599999,47.040778461000059],[-122.87891210899994,47.039223872000036]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
410,8928d59a583ffff,"""{\""rings\"":[[[-122.83607018599997,47.035949038000069],[-122.83863335699999,47.035712757000056],[-122.84002559799995,47.037030872000059],[-122.83885466999999,47.038585288000036],[-122.83629141599999,47.038821587000029],[-122.83489917299994,47.037503453000056],[-122.83607018599997,47.035949038000069]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
411,8928d5902c3ffff,"""{\""rings\"":[[[-122.93226426999996,47.028487297000027],[-122.93482545399996,47.028248972000029],[-122.93621824799999,47.029565706000028],[-122.93504986199997,47.031120784000052],[-122.93248859699997,47.031359126000041],[-122.93109579899999,47.030042373000072],[-122.93226426999996,47.028487297000027]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
412,8928d59156bffff,"""{\""rings\"":[[[-122.90570376999995,47.035294410000063],[-122.90826564599996,47.035056628000063],[-122.90965836599997,47.036373636000064],[-122.90848921299994,47.03792844600008],[-122.90592725399995,47.03816624500007],[-122.90453453099997,47.036849218000043],[-122.90570376999995,47.035294410000063]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
413,8928d591073ffff,"""{\""rings\"":[[[-122.88308994799996,47.043175875000031],[-122.88565247699995,47.042938546000073],[-122.88704516699994,47.04425574000004],[-122.88587533099997,47.045810283000037],[-122.88331272099998,47.046047629000043],[-122.88192002799997,47.04473041600005],[-122.88308994799996,47.043175875000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
