,h3_09,SHAPE
474,8928d59145bffff,"""{\""rings\"":[[[-122.86966808199998,47.019827770000063],[-122.87223015299998,47.019590835000031],[-122.87362236699994,47.020908774000077],[-122.872452512,47.022463668000057],[-122.86989035799996,47.02270062100007],[-122.86849814199996,47.021382662000065],[-122.86966808199998,47.019827770000063]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
475,8928d59007bffff,"""{\""rings\"":[[[-122.95926657999996,47.027418023000052],[-122.96182723399994,47.027179121000074],[-122.96322019899998,47.028495443000054],[-122.96205251399999,47.030050687000028],[-122.95949177799997,47.030289607000043],[-122.95809880899998,47.028973265000047],[-122.95926657999996,47.027418023000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
476,8928d593247ffff,"""{\""rings\"":[[[-122.87601929999994,47.001877505000039],[-122.87858071499994,47.001640513000041],[-122.87997267999998,47.002958756000055],[-122.87880323299999,47.004514010000037],[-122.87624173599994,47.004751020000072],[-122.87484976799999,47.003432758000031],[-122.87601929999994,47.001877505000039]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
477,8928d591477ffff,"""{\""rings\"":[[[-122.88548525499999,47.024150714000029],[-122.88804716699997,47.023913418000063],[-122.88943956299994,47.025231004000034],[-122.88827004999996,47.026785906000043],[-122.88570805599994,47.027023220000046],[-122.88431565699995,47.02570561400006],[-122.88548525499999,47.024150714000029]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
478,8928d591383ffff,"""{\""rings\"":[[[-122.89144647399996,47.05107847000005],[-122.89400908699997,47.050840926000035],[-122.89540196499996,47.052157806000025],[-122.89423223299997,47.053712251000036],[-122.89166953799997,47.053949813000031],[-122.89027665699996,47.052632913000025],[-122.89144647399996,47.05107847000005]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
479,8928d591c07ffff,"""{\""rings\"":[[[-122.94592438799998,47.054691202000072],[-122.94848610899999,47.054452466000043],[-122.94987942799997,47.055768386000068],[-122.94871102899998,47.05732306200008],[-122.94614922599999,47.057561816000032],[-122.94475590399998,47.056245876000048],[-122.94592438799998,47.054691202000072]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
480,8928d591ebbffff,"""{\""rings\"":[[[-122.92331466499996,47.062578814000062],[-122.92587703899994,47.062340530000029],[-122.92727032899995,47.063656636000076],[-122.92610124799995,47.065211045000069],[-122.92353879099994,47.065449346000037],[-122.92214549799996,47.064133221000077],[-122.92331466499996,47.062578814000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
481,8928f36492fffff,"""{\""rings\"":[[[-122.86571380199996,47.018746588000056],[-122.86827591399998,47.018509743000038],[-122.86966808199998,47.019827770000063],[-122.86849814199996,47.021382662000065],[-122.86593594799996,47.021619525000062],[-122.86454377699999,47.020301478000079],[-122.86571380199996,47.018746588000056]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
482,8928d5916cbffff,"""{\""rings\"":[[[-122.84705009299995,47.027703644000042],[-122.84961281599999,47.02746716200005],[-122.85100499899994,47.028785287000062],[-122.84983446199999,47.030339914000081],[-122.84727165799995,47.030576414000052],[-122.84587947199998,47.029258269000081],[-122.84705009299995,47.027703644000042]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
483,8928d59144fffff,"""{\""rings\"":[[[-122.87384477399996,47.023781538000037],[-122.87640688799996,47.023544495000067],[-122.87779919599996,47.024862277000068],[-122.87662939299997,47.026417122000055],[-122.87406719599994,47.026654182000073],[-122.87267488599997,47.025336381000045],[-122.87384477399996,47.023781538000037]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
484,8928f364967ffff,"""{\""rings\"":[[[-122.85802714499999,47.019456799000068],[-122.86058941799996,47.019220116000042],[-122.86198154299996,47.020538251000062],[-122.86081139899994,47.022093088000076],[-122.85824904299994,47.022329788000036],[-122.85685691399999,47.021011633000057],[-122.85802714499999,47.019456799000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
485,8928d591cafffff,"""{\""rings\"":[[[-122.95360938699997,47.053974831000062],[-122.95617094499994,47.053735932000052],[-122.95756430599999,47.055051744000025],[-122.95639611199999,47.056606475000081],[-122.95383447199998,47.056845391000081],[-122.95244110799996,47.055529560000025],[-122.95360938699997,47.053974831000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
486,8928d59153bffff,"""{\""rings\"":[[[-122.91689603099996,47.02991610600003],[-122.91945753999994,47.029678107000052],[-122.92085024999994,47.030995056000052],[-122.91968145499999,47.032550024000045],[-122.91711986399997,47.03278804200005],[-122.91572715099994,47.031471073000034],[-122.91689603099996,47.02991610600003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
487,8928d59a56fffff,"""{\""rings\"":[[[-122.82970646299998,47.053891372000066],[-122.83227029099999,47.053655148000075],[-122.83366277999994,47.054972960000043],[-122.83249144399997,47.056527014000039],[-122.82992753399998,47.056763256000067],[-122.82853504199994,47.055445425000073],[-122.82970646299998,47.053891372000066]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
488,8928d5914dbffff,"""{\""rings\"":[[[-122.87295523199998,47.012289764000059],[-122.87551701699999,47.012052791000031],[-122.87690912999994,47.013370848000079],[-122.87573946299995,47.014925897000069],[-122.87317759599995,47.015162887000031],[-122.87178547899998,47.01384481100007],[-122.87295523199998,47.012289764000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
489,8928d591ccbffff,"""{\""rings\"":[[[-122.93010427799999,47.050380684000061],[-122.93266616099999,47.050142308000034],[-122.93405929799997,47.051458581000077],[-122.93289055699995,47.05301324900006],[-122.93032859299996,47.053251643000067],[-122.92893545199996,47.051935350000065],[-122.93010427799999,47.050380684000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
490,8928d5912dbffff,"""{\""rings\"":[[[-122.84837969899996,47.04493846500003],[-122.85094291599995,47.04470187700008],[-122.85233538999995,47.046019591000061],[-122.85116465099998,47.047573911000029],[-122.84860135099996,47.047810516000027],[-122.84720887399999,47.046492783000076],[-122.84837969899996,47.04493846500003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
491,8928d591573ffff,"""{\""rings\"":[[[-122.90921117999994,47.030629780000027],[-122.91177285099997,47.030391943000041],[-122.91316551899996,47.031709000000035],[-122.91199651899996,47.033263913000042],[-122.90943476599995,47.033501768000065],[-122.908042094,47.032184691000054],[-122.90921117999994,47.030629780000027]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
492,8928d59107bffff,"""{\""rings\"":[[[-122.87935737699996,47.044967672000041],[-122.88192002799997,47.04473041600005],[-122.88331272099998,47.046047629000043],[-122.88214276599996,47.047602119000032],[-122.87958003299997,47.047839393000061],[-122.87818733699999,47.046522160000052],[-122.87935737699996,47.044967672000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
493,8928d59a5a7ffff,"""{\""rings\"":[[[-122.84815806099999,47.042066294000051],[-122.85072119599999,47.041829724000081],[-122.85211362199999,47.043147506000025],[-122.85094291599995,47.04470187700008],[-122.84837969899996,47.04493846500003],[-122.84698726999994,47.04362066300007],[-122.84815806099999,47.042066294000051]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
494,8928d590377ffff,"""{\""rings\"":[[[-122.96852680499995,47.046799358000044],[-122.97108787099995,47.046560170000078],[-122.97248121899997,47.04787590400008],[-122.97131350299998,47.049430846000064],[-122.96875235399995,47.049670052000067],[-122.96735900299996,47.048354298000049],[-122.96852680499995,47.046799358000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
495,8928f3649bbffff,"""{\""rings\"":[[[-122.86482536699998,47.007253647000027],[-122.86738714799998,47.007016872000065],[-122.86877912199998,47.008335173000035],[-122.86760931799995,47.009890269000039],[-122.86504745299999,47.010127062000038],[-122.86365547599996,47.008808741000053],[-122.86482536699998,47.007253647000027]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
496,8928d591313ffff,"""{\""rings\"":[[[-122.88793686899999,47.055741694000062],[-122.89049968699999,47.055504204000044],[-122.89189261699994,47.056821036000031],[-122.89072273199997,47.058375376000072],[-122.88815983099994,47.05861288300008],[-122.88676689799996,47.057296032000067],[-122.88793686899999,47.055741694000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
497,8928d591097ffff,"""{\""rings\"":[[[-122.89361693699999,47.029183449000072],[-122.89617885099995,47.02894595500004],[-122.89757138599998,47.030263296000044],[-122.89640201099996,47.031818151000039],[-122.89384001399998,47.032055662000062],[-122.89244747599997,47.030738302000032],[-122.89361693699999,47.029183449000072]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
498,8928d591033ffff,"""{\""rings\"":[[[-122.89450933299997,47.040671585000041],[-122.89707157699996,47.040434020000077],[-122.89846430599999,47.04175108700008],[-122.89729479499999,47.043305738000072],[-122.89473246899996,47.043543319000037],[-122.89333973699996,47.042226233000065],[-122.89450933299997,47.040671585000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
499,8928d5915abffff,"""{\""rings\"":[[[-122.92040236799994,47.025251000000026],[-122.92296367199998,47.025012945000071],[-122.92435632999997,47.026329944000054],[-122.92318768799998,47.027885016000027],[-122.92062630199996,47.028123088000029],[-122.91923363999996,47.026806070000077],[-122.92040236799994,47.025251000000026]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
500,8928d59132fffff,"""{\""rings\"":[[[-122.89651808699995,47.06651289000007],[-122.89908107199994,47.066275167000072],[-122.90047423899995,47.067591616000072],[-122.89930442399998,47.06914580800003],[-122.89674135599995,47.069383548000076],[-122.89534818599998,47.068067080000048],[-122.89651808699995,47.06651289000007]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
501,8928d5910b3ffff,"""{\""rings\"":[[[-122.89779459399995,47.033135423000033],[-122.90035654999997,47.032897822000052],[-122.90174917899998,47.034215006000068],[-122.90057985499999,47.03576981100008],[-122.89801781699998,47.03600743100003],[-122.89662518399996,47.034690227000056],[-122.89779459399995,47.033135423000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
502,8928d59134bffff,"""{\""rings\"":[[[-122.87300377499997,47.062907962000054],[-122.87556708199998,47.062670763000028],[-122.87696002499996,47.063987672000053],[-122.87578966199999,47.065541800000062],[-122.87322627199995,47.065779017000068],[-122.87183332699999,47.064462088000028],[-122.87300377499997,47.062907962000054]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
503,8928d5910cfffff,"""{\""rings\"":[[[-122.87868949699998,47.036351792000062],[-122.8812519,47.036114588000032],[-122.88264444799995,47.037432008000053],[-122.88147459499999,47.038986650000027],[-122.87891210899994,47.039223872000036],[-122.87751955799996,47.037906433000046],[-122.87868949699998,47.036351792000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
504,8928d591367ffff,"""{\""rings\"":[[[-122.88882880699998,47.067225733000043],[-122.89139195499996,47.066988173000027],[-122.89278507899996,47.068304730000079],[-122.89161505899995,47.069858866000061],[-122.88905182799999,47.070096443000068],[-122.88765870099996,47.068779867000046],[-122.88882880699998,47.067225733000043]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
505,8928d590203ffff,"""{\""rings\"":[[[-122.94039681899994,47.033515593000061],[-122.94295800399999,47.033277071000043],[-122.94435093799996,47.034593559000029],[-122.94318268899997,47.036148590000039],[-122.94062142199999,47.036387130000037],[-122.93922848499994,47.035070622000035],[-122.94039681899994,47.033515593000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
506,8928d59ad8bffff,"""{\""rings\"":[[[-122.88927486499995,47.072967034000044],[-122.89183817699995,47.072729439000057],[-122.89323139899994,47.074045858000034],[-122.89206131099996,47.07559989300006],[-122.88949791599998,47.075837505000038],[-122.88810469099997,47.074521066000045],[-122.88927486499995,47.072967034000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
507,8928d591107ffff,"""{\""rings\"":[[[-122.91823924999994,47.047145923000073],[-122.92080125199999,47.046907817000033],[-122.92219425399998,47.048224355000059],[-122.92102525599995,47.049779017000048],[-122.91846317099998,47.05001714000008],[-122.91707016599997,47.048700583000027],[-122.91823924999994,47.047145923000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
508,8928d591633ffff,"""{\""rings\"":[[[-122.86682467799994,47.033110074000035],[-122.869387201,47.032873141000039],[-122.87077961199998,47.034190825000053],[-122.86960950199995,47.035745462000079],[-122.86704689699997,47.035982413000056],[-122.86565448299996,47.034664709000026],[-122.86682467799994,47.033110074000035]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
509,8928d59a13bffff,"""{\""rings\"":[[[-122.83850452099995,47.06754049500006],[-122.84106859899998,47.067304020000051],[-122.84246137399998,47.068621381000071],[-122.84129007299998,47.070175235000079],[-122.83872591199997,47.070411727000078],[-122.83733313399995,47.069094347000032],[-122.83850452099995,47.06754049500006]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
510,8928d5913b7ffff,"""{\""rings\"":[[[-122.90331296399995,47.054315942000073],[-122.90587545699998,47.054078127000025],[-122.90726847099995,47.055394743000079],[-122.90609899599997,47.056949193000037],[-122.90353642099996,47.057187026000065],[-122.90214340299997,47.055870391000042],[-122.90331296399995,47.054315942000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
511,8928d591897ffff,"""{\""rings\"":[[[-122.95055437899998,47.064379608000081],[-122.95311630699996,47.06414072900003],[-122.95450981699997,47.065456354000048],[-122.95334140299997,47.067010879000065],[-122.95077939299995,47.06724977600004],[-122.94938587899998,47.065934131000063],[-122.95055437899998,47.064379608000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
512,8928d59161bffff,"""{\""rings\"":[[[-122.85495990999999,47.029866752000032],[-122.85752255199998,47.029630089000079],[-122.85891482699998,47.030948038000076],[-122.85774446099998,47.032502668000063],[-122.85518173599996,47.032739348000064],[-122.85378945899998,47.03142138000004],[-122.85495990999999,47.029866752000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
513,8928d591123ffff,"""{\""rings\"":[[[-122.92241830699999,47.051095486000065],[-122.92498035099999,47.050857273000076],[-122.92637344699995,47.052173653000068],[-122.92520450099994,47.053728267000054],[-122.92264237399996,47.053966497000033],[-122.92124927499998,47.052650097000026],[-122.92241830699999,47.051095486000065]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
514,8928d59113bffff,"""{\""rings\"":[[[-122.91846317099998,47.05001714000008],[-122.92102525599995,47.049779017000048],[-122.92241830699999,47.051095486000065],[-122.92124927499998,47.052650097000026],[-122.91868710799997,47.052888238000037],[-122.91729405399997,47.051571749000061],[-122.91846317099998,47.05001714000008]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
515,8928d59023bffff,"""{\""rings\"":[[[-122.94457567199998,47.037465010000062],[-122.94713689799994,47.03722638000005],[-122.94852992599999,47.038542712000037],[-122.94736172999995,47.040097693000064],[-122.94480041999998,47.040336341000057],[-122.94340738999995,47.039019990000043],[-122.94457567199998,47.037465010000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
516,8928d5911c7ffff,"""{\""rings\"":[[[-122.91010561099995,47.042117014000041],[-122.91266761199995,47.041879107000057],[-122.91406047499999,47.04319588900006],[-122.91289133899994,47.044750598000064],[-122.91032925599995,47.044988523000029],[-122.90893639099994,47.043671721000067],[-122.91010561099995,47.042117014000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
517,8928d591637ffff,"""{\""rings\"":[[[-122.87077961199998,47.034190825000053],[-122.87334209499994,47.033953802000042],[-122.87473455099996,47.035271398000077],[-122.87356452799997,47.036826037000026],[-122.87100196199998,47.037063077000028],[-122.86960950199995,47.035745462000079],[-122.87077961199998,47.034190825000053]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
518,8928d590257ffff,"""{\""rings\"":[[[-122.93271293799995,47.034230835000074],[-122.93527428599998,47.033992476000037],[-122.93666717799999,47.035309072000075],[-122.93549872499995,47.036864048000041],[-122.93293729399994,47.037102425000057],[-122.93154439999995,47.03578580900006],[-122.93271293799995,47.034230835000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
519,8928f364803ffff,"""{\""rings\"":[[[-122.82968365799996,47.00326014400008],[-122.83224596199994,47.00302414500004],[-122.83363762299996,47.004343103000053],[-122.83246698199997,47.005898079000076],[-122.82990459599995,47.00613409500005],[-122.82851293199997,47.004815117000078],[-122.82968365799996,47.00326014400008]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
520,8928d590253ffff,"""{\""rings\"":[[[-122.92875870399996,47.033152421000068],[-122.93132009199996,47.032914151000057],[-122.93271293799995,47.034230835000074],[-122.93154439999995,47.03578580900006],[-122.92898292899997,47.036024097000052],[-122.92759007999996,47.034707393000076],[-122.92875870399996,47.033152421000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
521,8928d591653ffff,"""{\""rings\"":[[[-122.84727165799995,47.030576414000052],[-122.84983446199999,47.030339914000081],[-122.85122669399999,47.031657970000026],[-122.85005612399999,47.033212546000073],[-122.84749323699998,47.033449063000035],[-122.84610100199995,47.032130987000073],[-122.84727165799995,47.030576414000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
522,8928d5913d7ffff,"""{\""rings\"":[[[-122.88375830999996,47.051790779000044],[-122.88632108499996,47.051553397000077],[-122.88771392099994,47.052870385000062],[-122.88654398399996,47.05442477400004],[-122.88398112699997,47.054662174000043],[-122.88258828799997,47.053345166000042],[-122.88375830999996,47.051790779000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
523,8928d59115bffff,"""{\""rings\"":[[[-122.89891085399995,47.047494264000079],[-122.90147322199999,47.047256575000063],[-122.90286609399999,47.048573416000067],[-122.90169660099997,47.050127966000048],[-122.89913415099994,47.050365674000034],[-122.89774127599998,47.04904881300007],[-122.89891085399995,47.047494264000079]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
524,8928d590273ffff,"""{\""rings\"":[[[-122.93689166499996,47.038180576000059],[-122.93945305499994,47.037942108000038],[-122.94084603999994,47.039258548000078],[-122.93967763899997,47.040813474000061],[-122.93711616699994,47.041051960000061],[-122.93572317799999,47.039735501000052],[-122.93689166499996,47.038180576000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
525,8928d59a18fffff,"""{\""rings\"":[[[-122.83784043499998,47.058926080000049],[-122.84040426599995,47.058689658000048],[-122.84179689499996,47.06000722400006],[-122.84062569599996,47.061561232000031],[-122.83806178299994,47.061797671000079],[-122.83666915099997,47.060480085000052],[-122.83784043499998,47.058926080000049]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
526,8928d59166fffff,"""{\""rings\"":[[[-122.85584730299996,47.041356421000046],[-122.85841027499998,47.041119688000038],[-122.85980274399998,47.042437362000044],[-122.85863224299999,47.043991789000074],[-122.85606918799999,47.044228539000073],[-122.85467671599997,47.042910846000041],[-122.85584730299996,47.041356421000046]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
527,8928d591177ffff,"""{\""rings\"":[[[-122.914731846,47.051809800000058],[-122.91729405399997,47.051571749000061],[-122.91868710799997,47.052888238000037],[-122.91751795699997,47.054442796000046],[-122.91495566699996,47.054680864000034],[-122.91356260999999,47.053364356000031],[-122.914731846,47.051809800000058]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
528,8928d59028fffff,"""{\""rings\"":[[[-122.94390151399995,47.028850299000055],[-122.94646249399995,47.028611722000051],[-122.94785537599995,47.029928260000077],[-122.94668728099998,47.031483394000077],[-122.94412621799995,47.031721989000062],[-122.94273333299998,47.030405432000066],[-122.94390151399995,47.028850299000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
529,8928d59a1abffff,"""{\""rings\"":[[[-122.84201837299997,47.062878729000033],[-122.84458224699995,47.062642199000038],[-122.84597496999999,47.063959609000051],[-122.84480382299995,47.065513568000028],[-122.84223986599994,47.065750115000071],[-122.84084713999999,47.064432686000032],[-122.84201837299997,47.062878729000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
530,8928f36483bffff,"""{\""rings\"":[[[-122.83385869199998,47.00721696800008],[-122.83642103899996,47.006980862000034],[-122.83781279399994,47.008299663000059],[-122.83664220499998,47.009854589000042],[-122.83407977499996,47.010090713000068],[-122.83268801699995,47.008771892000027],[-122.83385869199998,47.00721696800008]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
531,8928d59168bffff,"""{\""rings\"":[[[-122.85847095599996,47.025202657000079],[-122.86103339399995,47.024965940000072],[-122.86242561699999,47.026283937000073],[-122.86125540499995,47.02783867200003],[-122.85869288399999,47.028075407000074],[-122.85730065799999,47.026757390000057],[-122.85847095599996,47.025202657000079]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
532,8928d59140fffff,"""{\""rings\"":[[[-122.88526246999999,47.021278089000077],[-122.88782429899999,47.021040811000034],[-122.88921664599997,47.022358465000082],[-122.88804716699997,47.023913418000063],[-122.88548525499999,47.024150714000029],[-122.88409290499999,47.02283304000008],[-122.88526246999999,47.021278089000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
533,8928d591193ffff,"""{\""rings\"":[[[-122.91734371199999,47.035659857000041],[-122.91990538499999,47.035421822000046],[-122.92129819199999,47.036738634000073],[-122.92012932999995,47.038293501000055],[-122.91756757399997,47.038531553000041],[-122.91617476299996,47.037214721000055],[-122.91734371199999,47.035659857000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
534,8928d5902abffff,"""{\""rings\"":[[[-122.94808021099999,47.032799863000037],[-122.95064123299994,47.032561178000037],[-122.95203420899998,47.033877559000075],[-122.95086616499998,47.035432644000025],[-122.94830506099999,47.035671347000061],[-122.94691208199998,47.034354947000054],[-122.94808021099999,47.032799863000037]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
535,8928d5916a7ffff,"""{\""rings\"":[[[-122.87428963299999,47.029526707000059],[-122.87685191199995,47.029289629000061],[-122.87824431699994,47.030607274000033],[-122.87707444599999,47.032162016000029],[-122.87451208499999,47.032399112000064],[-122.87311967699998,47.031081448000066],[-122.87428963299999,47.029526707000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
536,8928d59142bffff,"""{\""rings\"":[[[-122.88943956299994,47.025231004000034],[-122.89200143399995,47.024993618000053],[-122.89339387499996,47.026311116000045],[-122.89222444799998,47.027866020000033],[-122.88966249399999,47.028103423000061],[-122.88827004999996,47.026785906000043],[-122.88943956299994,47.025231004000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
537,8928d5911afffff,"""{\""rings\"":[[[-122.92592509499997,47.046431444000063],[-122.92848693499997,47.046193176000031],[-122.92987997899996,47.047509606000062],[-122.92871118599999,47.049064323000039],[-122.92614926399995,47.049302609000051],[-122.92475621699998,47.047986159000061],[-122.92592509499997,47.046431444000063]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
538,8928d5902c7ffff,"""{\""rings\"":[[[-122.93621824799999,47.029565706000028],[-122.93877939099997,47.029327291000072],[-122.94017223099996,47.030643936000047],[-122.93900393099995,47.03219901600005],[-122.93644270499999,47.032437449000042],[-122.93504986199997,47.031120784000052],[-122.93621824799999,47.029565706000028]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
539,8928d59004bffff,"""{\""rings\"":[[[-122.95135935499997,47.02526264800008],[-122.95392008999994,47.025023926000074],[-122.95531296499996,47.026340425000058],[-122.95414510799998,47.027895665000074],[-122.95158429099996,47.02813440500006],[-122.95019141299997,47.02681788700005],[-122.95135935499997,47.02526264800008]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
540,8928d5916c3ffff,"""{\""rings\"":[[[-122.85078331799997,47.025912485000049],[-122.85334591799995,47.025675930000034],[-122.85473809799998,47.02699403500003],[-122.85356768099996,47.028548715000056],[-122.85100499899994,47.028785287000062],[-122.84961281599999,47.02746716200005],[-122.85078331799997,47.025912485000049]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
541,8928d591447ffff,"""{\""rings\"":[[[-122.87757665699996,47.021989599000051],[-122.88013864899995,47.021752483000057],[-122.88153095399997,47.023070246000032],[-122.88036126999998,47.024625143000037],[-122.87779919599996,47.024862277000068],[-122.87640688799996,47.023544495000067],[-122.87757665699996,47.021989599000051]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
542,8928d5911cbffff,"""{\""rings\"":[[[-122.90241928399996,47.042830411000068],[-122.90498144699995,47.042592666000075],[-122.90637426799998,47.043909556000074],[-122.90520492799999,47.04546421100008],[-122.90264268199996,47.045701973000064],[-122.90124985899996,47.04438506300005],[-122.90241928399996,47.042830411000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
543,8928f36488fffff,"""{\""rings\"":[[[-122.83319552899997,46.998595014000045],[-122.83575762799995,46.998358961000065],[-122.83714923799999,46.999677968000071],[-122.83597874999998,47.001233047000028],[-122.83341656799996,47.001469118000045],[-122.83202495599994,47.000150092000069],[-122.83319552899997,46.998595014000045]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
544,8928d591463ffff,"""{\""rings\"":[[[-122.88175362299995,47.025942837000059],[-122.88431565699995,47.02570561400006],[-122.88570805599994,47.027023220000046],[-122.88453842299998,47.028578068000058],[-122.88197630699995,47.028815309000038],[-122.88058390499998,47.027497684000025],[-122.88175362299995,47.025942837000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
545,8928f364b27ffff,"""{\""rings\"":[[[-122.84331662699998,47.029494679000038],[-122.84587947199998,47.029258269000081],[-122.84727165799995,47.030576414000052],[-122.84610100199995,47.032130987000073],[-122.84353807499997,47.032367414000078],[-122.84214588599997,47.031049250000081],[-122.84331662699998,47.029494679000038]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
546,8928f3648abffff,"""{\""rings\"":[[[-122.83737040799997,47.002551985000025],[-122.83993255099995,47.00231582400005],[-122.84132425399997,47.003634674000068],[-122.84015381899997,47.005189705000078],[-122.83759159399995,47.005425884000033],[-122.83619988699996,47.004107014000056],[-122.83737040799997,47.002551985000025]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
